"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 20:01:22 GMT 2025","Mon Oct 27 20:01:46 GMT 2025","24017","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: ноутбук asus",""
"passed","Mon Oct 27 20:02:04 GMT 2025","Mon Oct 27 20:02:27 GMT 2025","23606","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldContainExactlySelectedProducts","Проверка корректности содержимого корзины: добавление 3 товаров",""
"passed","Mon Oct 27 20:01:05 GMT 2025","Mon Oct 27 20:01:08 GMT 2025","3719","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"passed","Mon Oct 27 20:02:30 GMT 2025","Mon Oct 27 20:02:56 GMT 2025","26535","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldCalculateTotalSumCorrectly","Проверка суммирования добавленных товаров в корзине: добавление 3 товаров",""
"passed","Mon Oct 27 20:01:09 GMT 2025","Mon Oct 27 20:01:11 GMT 2025","2176","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
"passed","Mon Oct 27 20:03:21 GMT 2025","Mon Oct 27 20:03:23 GMT 2025","1740","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","openMainPageTest","Провекрка корректного захода на страницу",""
"failed","Mon Oct 27 20:01:05 GMT 2025","Mon Oct 27 20:01:11 GMT 2025","5999","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
"passed","Mon Oct 27 20:01:08 GMT 2025","Mon Oct 27 20:01:09 GMT 2025","669","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
"passed","Mon Oct 27 20:01:46 GMT 2025","Mon Oct 27 20:01:56 GMT 2025","10336","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: телевизор SAMSUNG",""
"passed","Mon Oct 27 20:01:05 GMT 2025","Mon Oct 27 20:01:08 GMT 2025","3058","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"passed","Mon Oct 27 20:01:05 GMT 2025","Mon Oct 27 20:01:09 GMT 2025","4707","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"passed","Mon Oct 27 20:03:23 GMT 2025","Mon Oct 27 20:03:25 GMT 2025","2296","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","mainPageElementsVisibilityTest","Провекрка отображения основных элементов страницы",""
"passed","Mon Oct 27 20:01:08 GMT 2025","Mon Oct 27 20:01:10 GMT 2025","1568","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Mon Oct 27 20:02:56 GMT 2025","Mon Oct 27 20:03:21 GMT 2025","24694","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","filedBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с непустой корзиной: добавление 3 товаров",""
"failed","Mon Oct 27 20:01:06 GMT 2025","Mon Oct 27 20:01:11 GMT 2025","4629","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"passed","Mon Oct 27 20:01:08 GMT 2025","Mon Oct 27 20:01:08 GMT 2025","761","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"failed","Mon Oct 27 20:03:25 GMT 2025","Mon Oct 27 20:03:44 GMT 2025","19139","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","addProductsInBasketTest","Провекрка работы счётчика корзины: добавление 3 товаров",""
"passed","Mon Oct 27 20:01:09 GMT 2025","Mon Oct 27 20:01:11 GMT 2025","2091","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"passed","Mon Oct 27 20:01:56 GMT 2025","Mon Oct 27 20:02:04 GMT 2025","7358","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: iPhone 15",""
"passed","Mon Oct 27 20:02:27 GMT 2025","Mon Oct 27 20:02:30 GMT 2025","2672","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","emptyBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с пустой корзиной",""
"passed","Mon Oct 27 20:01:09 GMT 2025","Mon Oct 27 20:01:13 GMT 2025","4118","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
