"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 19:32:28 GMT 2025","Mon Oct 27 19:32:30 GMT 2025","2163","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"failed","Mon Oct 27 19:32:45 GMT 2025","Mon Oct 27 19:33:42 GMT 2025","56564","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","filedBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с непустой корзиной: добавление 3 товаров",""
"passed","Mon Oct 27 19:32:24 GMT 2025","Mon Oct 27 19:32:27 GMT 2025","3295","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"passed","Mon Oct 27 19:32:29 GMT 2025","Mon Oct 27 19:32:31 GMT 2025","1417","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
"passed","Mon Oct 27 19:32:24 GMT 2025","Mon Oct 27 19:32:28 GMT 2025","4010","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"passed","Mon Oct 27 19:32:29 GMT 2025","Mon Oct 27 19:32:31 GMT 2025","2397","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
"passed","Mon Oct 27 19:32:46 GMT 2025","Mon Oct 27 19:33:04 GMT 2025","17142","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","emptyBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с пустой корзиной",""
"passed","Mon Oct 27 19:32:46 GMT 2025","Mon Oct 27 19:33:48 GMT 2025","61134","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: телевизор SAMSUNG",""
"passed","Mon Oct 27 19:32:24 GMT 2025","Mon Oct 27 19:32:29 GMT 2025","5286","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"passed","Mon Oct 27 19:32:46 GMT 2025","Mon Oct 27 19:33:31 GMT 2025","44480","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","mainPageElementsVisibilityTest","Провекрка отображения основных элементов страницы",""
"passed","Mon Oct 27 19:32:45 GMT 2025","Mon Oct 27 19:33:46 GMT 2025","60771","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: ноутбук asus",""
"passed","Mon Oct 27 19:32:28 GMT 2025","Mon Oct 27 19:32:30 GMT 2025","1467","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Mon Oct 27 19:32:47 GMT 2025","Mon Oct 27 19:33:25 GMT 2025","38616","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: iPhone 15",""
"failed","Mon Oct 27 19:32:45 GMT 2025","Mon Oct 27 19:33:37 GMT 2025","51866","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","addProductsInBasketTest","Провекрка работы счётчика корзины: добавление 3 товаров",""
"failed","Mon Oct 27 19:32:24 GMT 2025","Mon Oct 27 19:32:30 GMT 2025","5611","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
"failed","Mon Oct 27 19:32:47 GMT 2025","Mon Oct 27 19:33:42 GMT 2025","55637","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldCalculateTotalSumCorrectly","Проверка суммирования добавленных товаров в корзине: добавление 3 товаров",""
"failed","Mon Oct 27 19:32:26 GMT 2025","Mon Oct 27 19:32:30 GMT 2025","3770","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"passed","Mon Oct 27 19:32:46 GMT 2025","Mon Oct 27 19:32:54 GMT 2025","7827","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","openMainPageTest","Провекрка корректного захода на страницу",""
"passed","Mon Oct 27 19:32:28 GMT 2025","Mon Oct 27 19:32:29 GMT 2025","844","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
"passed","Mon Oct 27 19:32:28 GMT 2025","Mon Oct 27 19:32:28 GMT 2025","614","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"failed","Mon Oct 27 19:32:45 GMT 2025","Mon Oct 27 19:33:39 GMT 2025","53736","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldContainExactlySelectedProducts","Проверка корректности содержимого корзины: добавление 3 товаров",""
