"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 31 19:16:10 GMT 2025","Fri Oct 31 19:16:12 GMT 2025","2540","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
"passed","Fri Oct 31 19:17:30 GMT 2025","Fri Oct 31 19:17:58 GMT 2025","28471","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: телевизор SAMSUNG",""
"passed","Fri Oct 31 19:16:05 GMT 2025","Fri Oct 31 19:16:08 GMT 2025","3397","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"passed","Fri Oct 31 19:17:36 GMT 2025","Fri Oct 31 19:18:07 GMT 2025","30944","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldCalculateTotalSumCorrectly","Проверка суммирования добавленных товаров в корзине: добавление 3 товаров",""
"passed","Fri Oct 31 19:17:27 GMT 2025","Fri Oct 31 19:17:52 GMT 2025","25287","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: iPhone 15",""
"passed","Fri Oct 31 19:16:05 GMT 2025","Fri Oct 31 19:16:09 GMT 2025","4078","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"passed","Fri Oct 31 19:16:10 GMT 2025","Fri Oct 31 19:16:12 GMT 2025","1511","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
"passed","Fri Oct 31 19:17:52 GMT 2025","Fri Oct 31 19:17:59 GMT 2025","6953","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","emptyBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с пустой корзиной",""
"passed","Fri Oct 31 19:17:09 GMT 2025","Fri Oct 31 19:17:20 GMT 2025","11701","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","mainPageElementsVisibilityTest","Провекрка отображения основных элементов страницы",""
"passed","Fri Oct 31 19:16:09 GMT 2025","Fri Oct 31 19:16:11 GMT 2025","2294","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"passed","Fri Oct 31 19:16:09 GMT 2025","Fri Oct 31 19:16:10 GMT 2025","856","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
"passed","Fri Oct 31 19:16:08 GMT 2025","Fri Oct 31 19:16:09 GMT 2025","582","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"passed","Fri Oct 31 19:16:26 GMT 2025","Fri Oct 31 19:17:36 GMT 2025","69943","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","filedBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с непустой корзиной: добавление 3 товаров",""
"failed","Fri Oct 31 19:16:07 GMT 2025","Fri Oct 31 19:16:11 GMT 2025","3902","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"passed","Fri Oct 31 19:17:20 GMT 2025","Fri Oct 31 19:18:02 GMT 2025","41673","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldContainExactlySelectedProducts","Проверка корректности содержимого корзины: добавление 3 товаров",""
"failed","Fri Oct 31 19:16:05 GMT 2025","Fri Oct 31 19:16:11 GMT 2025","5102","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
"passed","Fri Oct 31 19:16:09 GMT 2025","Fri Oct 31 19:16:10 GMT 2025","1558","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Fri Oct 31 19:16:26 GMT 2025","Fri Oct 31 19:17:30 GMT 2025","63685","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","addProductsInBasketTest","Провекрка работы счётчика корзины: добавление 3 товаров",""
"passed","Fri Oct 31 19:16:05 GMT 2025","Fri Oct 31 19:16:10 GMT 2025","4757","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"passed","Fri Oct 31 19:16:26 GMT 2025","Fri Oct 31 19:17:08 GMT 2025","42174","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","openMainPageTest","Провекрка корректного захода на страницу",""
"passed","Fri Oct 31 19:16:26 GMT 2025","Fri Oct 31 19:17:27 GMT 2025","60459","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: ноутбук asus",""
