"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 31 18:53:00 GMT 2025","Fri Oct 31 18:53:11 GMT 2025","11550","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","mainPageElementsVisibilityTest","Провекрка отображения основных элементов страницы",""
"passed","Fri Oct 31 18:52:29 GMT 2025","Fri Oct 31 18:52:30 GMT 2025","1201","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
"passed","Fri Oct 31 18:53:17 GMT 2025","Fri Oct 31 18:53:44 GMT 2025","26382","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: iPhone 15",""
"passed","Fri Oct 31 18:52:41 GMT 2025","Fri Oct 31 18:53:33 GMT 2025","52257","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","filedBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с непустой корзиной: добавление 3 товаров",""
"passed","Fri Oct 31 18:52:27 GMT 2025","Fri Oct 31 18:52:27 GMT 2025","456","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"passed","Fri Oct 31 18:52:24 GMT 2025","Fri Oct 31 18:52:29 GMT 2025","4186","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"failed","Fri Oct 31 18:52:26 GMT 2025","Fri Oct 31 18:52:29 GMT 2025","3287","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"passed","Fri Oct 31 18:52:28 GMT 2025","Fri Oct 31 18:52:30 GMT 2025","1764","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"passed","Fri Oct 31 18:52:24 GMT 2025","Fri Oct 31 18:52:27 GMT 2025","3964","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"passed","Fri Oct 31 18:52:29 GMT 2025","Fri Oct 31 18:52:31 GMT 2025","2008","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
"passed","Fri Oct 31 18:52:24 GMT 2025","Fri Oct 31 18:52:27 GMT 2025","3383","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"passed","Fri Oct 31 18:52:41 GMT 2025","Fri Oct 31 18:53:30 GMT 2025","48817","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","addProductsInBasketTest","Провекрка работы счётчика корзины: добавление 3 товаров",""
"failed","Fri Oct 31 18:53:33 GMT 2025","Fri Oct 31 18:54:25 GMT 2025","52007","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldCalculateTotalSumCorrectly","Проверка суммирования добавленных товаров в корзине: добавление 3 товаров",""
"passed","Fri Oct 31 18:52:41 GMT 2025","Fri Oct 31 18:53:00 GMT 2025","18649","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","openMainPageTest","Провекрка корректного захода на страницу",""
"failed","Fri Oct 31 18:52:24 GMT 2025","Fri Oct 31 18:52:29 GMT 2025","4424","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
"passed","Fri Oct 31 18:53:44 GMT 2025","Fri Oct 31 18:53:50 GMT 2025","5839","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","emptyBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с пустой корзиной",""
"passed","Fri Oct 31 18:52:28 GMT 2025","Fri Oct 31 18:52:29 GMT 2025","1312","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Fri Oct 31 18:53:30 GMT 2025","Fri Oct 31 18:53:52 GMT 2025","22088","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: телевизор SAMSUNG",""
"passed","Fri Oct 31 18:52:28 GMT 2025","Fri Oct 31 18:52:28 GMT 2025","698","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
"passed","Fri Oct 31 18:52:41 GMT 2025","Fri Oct 31 18:53:17 GMT 2025","36346","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: ноутбук asus",""
"passed","Fri Oct 31 18:53:11 GMT 2025","Fri Oct 31 18:53:54 GMT 2025","42443","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldContainExactlySelectedProducts","Проверка корректности содержимого корзины: добавление 3 товаров",""
