"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Oct 27 20:55:46 GMT 2025","Mon Oct 27 20:55:46 GMT 2025","209","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","openMainPageTest","Провекрка корректного захода на страницу",""
"broken","Mon Oct 27 20:55:45 GMT 2025","Mon Oct 27 20:55:45 GMT 2025","214","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: телевизор SAMSUNG",""
"broken","Mon Oct 27 20:55:46 GMT 2025","Mon Oct 27 20:55:47 GMT 2025","193","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","mainPageElementsVisibilityTest","Провекрка отображения основных элементов страницы",""
"passed","Mon Oct 27 20:55:24 GMT 2025","Mon Oct 27 20:55:30 GMT 2025","5217","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"failed","Mon Oct 27 20:55:24 GMT 2025","Mon Oct 27 20:55:30 GMT 2025","5629","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
"broken","Mon Oct 27 20:55:47 GMT 2025","Mon Oct 27 20:55:47 GMT 2025","195","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","addProductsInBasketTest","Провекрка работы счётчика корзины: добавление 3 товаров",""
"passed","Mon Oct 27 20:55:29 GMT 2025","Mon Oct 27 20:55:32 GMT 2025","2819","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
"failed","Mon Oct 27 20:55:26 GMT 2025","Mon Oct 27 20:55:30 GMT 2025","3915","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"passed","Mon Oct 27 20:55:28 GMT 2025","Mon Oct 27 20:55:28 GMT 2025","575","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"passed","Mon Oct 27 20:55:28 GMT 2025","Mon Oct 27 20:55:30 GMT 2025","1786","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Mon Oct 27 20:55:28 GMT 2025","Mon Oct 27 20:55:31 GMT 2025","2552","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"broken","Mon Oct 27 20:55:41 GMT 2025","Mon Oct 27 20:55:45 GMT 2025","3958","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: ноутбук asus",""
"passed","Mon Oct 27 20:55:24 GMT 2025","Mon Oct 27 20:55:28 GMT 2025","3818","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"broken","Mon Oct 27 20:55:45 GMT 2025","Mon Oct 27 20:55:45 GMT 2025","226","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldContainExactlySelectedProducts","Проверка корректности содержимого корзины: добавление 3 товаров",""
"broken","Mon Oct 27 20:55:46 GMT 2025","Mon Oct 27 20:55:46 GMT 2025","202","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldCalculateTotalSumCorrectly","Проверка суммирования добавленных товаров в корзине: добавление 3 товаров",""
"passed","Mon Oct 27 20:55:24 GMT 2025","Mon Oct 27 20:55:28 GMT 2025","3199","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"broken","Mon Oct 27 20:55:45 GMT 2025","Mon Oct 27 20:55:45 GMT 2025","198","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: iPhone 15",""
"broken","Mon Oct 27 20:55:46 GMT 2025","Mon Oct 27 20:55:46 GMT 2025","199","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","filedBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с непустой корзиной: добавление 3 товаров",""
"broken","Mon Oct 27 20:55:45 GMT 2025","Mon Oct 27 20:55:46 GMT 2025","198","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","emptyBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с пустой корзиной",""
"passed","Mon Oct 27 20:55:30 GMT 2025","Mon Oct 27 20:55:31 GMT 2025","1649","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
"passed","Mon Oct 27 20:55:28 GMT 2025","Mon Oct 27 20:55:29 GMT 2025","945","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
