"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 31 15:30:28 GMT 2025","Fri Oct 31 15:31:25 GMT 2025","57492","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","filedBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с непустой корзиной: добавление 3 товаров",""
"passed","Fri Oct 31 15:30:10 GMT 2025","Fri Oct 31 15:30:15 GMT 2025","4979","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"passed","Fri Oct 31 15:30:14 GMT 2025","Fri Oct 31 15:30:17 GMT 2025","2722","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
"passed","Fri Oct 31 15:30:56 GMT 2025","Fri Oct 31 15:31:06 GMT 2025","9611","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","mainPageElementsVisibilityTest","Провекрка отображения основных элементов страницы",""
"passed","Fri Oct 31 15:30:13 GMT 2025","Fri Oct 31 15:30:15 GMT 2025","1615","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Fri Oct 31 15:31:26 GMT 2025","Fri Oct 31 15:31:53 GMT 2025","27811","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldCalculateTotalSumCorrectly","Проверка суммирования добавленных товаров в корзине: добавление 3 товаров",""
"passed","Fri Oct 31 15:30:09 GMT 2025","Fri Oct 31 15:30:13 GMT 2025","4352","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"passed","Fri Oct 31 15:31:19 GMT 2025","Fri Oct 31 15:31:44 GMT 2025","24981","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: телевизор SAMSUNG",""
"passed","Fri Oct 31 15:30:28 GMT 2025","Fri Oct 31 15:30:56 GMT 2025","27689","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","openMainPageTest","Провекрка корректного захода на страницу",""
"passed","Fri Oct 31 15:30:15 GMT 2025","Fri Oct 31 15:30:16 GMT 2025","1592","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
"failed","Fri Oct 31 15:30:11 GMT 2025","Fri Oct 31 15:30:15 GMT 2025","4154","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"passed","Fri Oct 31 15:30:28 GMT 2025","Fri Oct 31 15:31:13 GMT 2025","45443","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: ноутбук asus",""
"passed","Fri Oct 31 15:31:06 GMT 2025","Fri Oct 31 15:31:46 GMT 2025","40479","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldContainExactlySelectedProducts","Проверка корректности содержимого корзины: добавление 3 товаров",""
"passed","Fri Oct 31 15:31:41 GMT 2025","Fri Oct 31 15:31:46 GMT 2025","5489","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","emptyBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с пустой корзиной",""
"passed","Fri Oct 31 15:30:13 GMT 2025","Fri Oct 31 15:30:13 GMT 2025","621","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"passed","Fri Oct 31 15:30:13 GMT 2025","Fri Oct 31 15:30:16 GMT 2025","2399","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"failed","Fri Oct 31 15:30:10 GMT 2025","Fri Oct 31 15:30:15 GMT 2025","5334","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
"passed","Fri Oct 31 15:30:13 GMT 2025","Fri Oct 31 15:30:14 GMT 2025","911","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
"passed","Fri Oct 31 15:30:28 GMT 2025","Fri Oct 31 15:31:19 GMT 2025","51311","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","addProductsInBasketTest","Провекрка работы счётчика корзины: добавление 3 товаров",""
"passed","Fri Oct 31 15:30:09 GMT 2025","Fri Oct 31 15:30:13 GMT 2025","3620","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"passed","Fri Oct 31 15:31:13 GMT 2025","Fri Oct 31 15:31:41 GMT 2025","27513","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: iPhone 15",""
