"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 18:20:39 GMT 2025","Mon Oct 27 18:20:41 GMT 2025","1322","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Mon Oct 27 18:20:41 GMT 2025","Mon Oct 27 18:20:41 GMT 2025","717","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
"passed","Mon Oct 27 18:20:45 GMT 2025","Mon Oct 27 18:20:47 GMT 2025","1312","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"passed","Mon Oct 27 18:20:41 GMT 2025","Mon Oct 27 18:20:43 GMT 2025","1933","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"passed","Mon Oct 27 18:20:37 GMT 2025","Mon Oct 27 18:20:37 GMT 2025","409","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"passed","Mon Oct 27 18:20:33 GMT 2025","Mon Oct 27 18:20:36 GMT 2025","3823","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"passed","Mon Oct 27 18:20:43 GMT 2025","Mon Oct 27 18:20:45 GMT 2025","2192","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
"passed","Mon Oct 27 18:20:47 GMT 2025","Mon Oct 27 18:20:48 GMT 2025","1300","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
"passed","Mon Oct 27 18:20:37 GMT 2025","Mon Oct 27 18:20:37 GMT 2025","406","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"failed","Mon Oct 27 18:20:37 GMT 2025","Mon Oct 27 18:20:39 GMT 2025","1779","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"failed","Mon Oct 27 18:20:48 GMT 2025","Mon Oct 27 18:20:50 GMT 2025","1574","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
