"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 31 14:30:58 GMT 2025","Fri Oct 31 14:31:03 GMT 2025","4652","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"passed","Fri Oct 31 14:31:02 GMT 2025","Fri Oct 31 14:31:05 GMT 2025","2256","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
"passed","Fri Oct 31 14:31:02 GMT 2025","Fri Oct 31 14:31:04 GMT 2025","1977","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"failed","Fri Oct 31 14:32:20 GMT 2025","Fri Oct 31 14:33:03 GMT 2025","42670","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldContainExactlySelectedProducts","Проверка корректности содержимого корзины: добавление 3 товаров",""
"passed","Fri Oct 31 14:32:09 GMT 2025","Fri Oct 31 14:32:20 GMT 2025","11426","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","mainPageElementsVisibilityTest","Провекрка отображения основных элементов страницы",""
"passed","Fri Oct 31 14:31:18 GMT 2025","Fri Oct 31 14:32:32 GMT 2025","74040","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","filedBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с непустой корзиной: добавление 3 товаров",""
"passed","Fri Oct 31 14:31:01 GMT 2025","Fri Oct 31 14:31:02 GMT 2025","595","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"passed","Fri Oct 31 14:32:23 GMT 2025","Fri Oct 31 14:32:44 GMT 2025","21271","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: iPhone 15",""
"passed","Fri Oct 31 14:31:02 GMT 2025","Fri Oct 31 14:31:02 GMT 2025","740","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
"passed","Fri Oct 31 14:31:18 GMT 2025","Fri Oct 31 14:32:23 GMT 2025","64388","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: ноутбук asus",""
"passed","Fri Oct 31 14:30:58 GMT 2025","Fri Oct 31 14:31:02 GMT 2025","4132","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"passed","Fri Oct 31 14:31:02 GMT 2025","Fri Oct 31 14:31:03 GMT 2025","1383","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Fri Oct 31 14:31:18 GMT 2025","Fri Oct 31 14:32:27 GMT 2025","68562","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","addProductsInBasketTest","Провекрка работы счётчика корзины: добавление 3 товаров",""
"passed","Fri Oct 31 14:30:58 GMT 2025","Fri Oct 31 14:31:01 GMT 2025","3423","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"passed","Fri Oct 31 14:31:18 GMT 2025","Fri Oct 31 14:32:09 GMT 2025","50154","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","openMainPageTest","Провекрка корректного захода на страницу",""
"failed","Fri Oct 31 14:32:32 GMT 2025","Fri Oct 31 14:33:15 GMT 2025","42941","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldCalculateTotalSumCorrectly","Проверка суммирования добавленных товаров в корзине: добавление 3 товаров",""
"failed","Fri Oct 31 14:30:58 GMT 2025","Fri Oct 31 14:31:03 GMT 2025","4950","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
"failed","Fri Oct 31 14:31:00 GMT 2025","Fri Oct 31 14:31:03 GMT 2025","3611","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"passed","Fri Oct 31 14:32:44 GMT 2025","Fri Oct 31 14:32:49 GMT 2025","4739","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","emptyBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с пустой корзиной",""
"passed","Fri Oct 31 14:32:27 GMT 2025","Fri Oct 31 14:32:48 GMT 2025","20603","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: телевизор SAMSUNG",""
"passed","Fri Oct 31 14:31:03 GMT 2025","Fri Oct 31 14:31:04 GMT 2025","1299","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
