"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 18:30:58 GMT 2025","Mon Oct 27 18:30:59 GMT 2025","1206","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 243.06",""
"failed","Mon Oct 27 18:30:55 GMT 2025","Mon Oct 27 18:30:58 GMT 2025","3503","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","userLifecycleTest","Провекрка жизненного цикла пользователя",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","21","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldCalculateTotalSumCorrectly","Проверка суммирования добавленных товаров в корзине: добавление 3 товаров",""
"passed","Mon Oct 27 18:30:56 GMT 2025","Mon Oct 27 18:30:57 GMT 2025","606","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: user",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","181","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","openMainPageTest","Провекрка корректного захода на страницу",""
"passed","Mon Oct 27 18:30:57 GMT 2025","Mon Oct 27 18:30:58 GMT 2025","714","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addUserWithInvalidDataTest","Провекрка попытки добавления невалидного пользователя",""
"failed","Mon Oct 27 18:30:53 GMT 2025","Mon Oct 27 18:30:58 GMT 2025","5326","","ru.pflb.tests.CarTests","","ru.pflb.tests.CarTests","carLifecycleTest","Провекрка жизненного цикла автомобиля",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","14","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: телевизор SAMSUNG",""
"passed","Mon Oct 27 18:30:53 GMT 2025","Mon Oct 27 18:30:57 GMT 2025","4033","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","successLoginTest","Проверка успешной авторизации пользователь: admin",""
"passed","Mon Oct 27 18:30:58 GMT 2025","Mon Oct 27 18:31:00 GMT 2025","2032","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarToUserTest","Проверка покупки автомобиля",""
"passed","Mon Oct 27 18:30:53 GMT 2025","Mon Oct 27 18:30:56 GMT 2025","3255","","ru.pflb.tests.AuthTests","","ru.pflb.tests.AuthTests","unSuccessLoginTest","Провекрка неуспешной авторизации",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","9","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","emptyBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с пустой корзиной",""
"passed","Mon Oct 27 18:30:57 GMT 2025","Mon Oct 27 18:30:58 GMT 2025","1283","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addNegativeMoneyToUserTest","Проверка попытки начисления отрицательной суммы пользователю",""
"passed","Mon Oct 27 18:30:53 GMT 2025","Mon Oct 27 18:30:58 GMT 2025","5020","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","addMoneyToUserTest","Провекрка начисления денег прользователю начисление денег: 50.00",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","182","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","filedBasketPageElementsVisibilityTest","Провекрка отображения основных элементов страницы с непустой корзиной: добавление 3 товаров",""
"passed","Mon Oct 27 18:30:58 GMT 2025","Mon Oct 27 18:31:00 GMT 2025","1753","","ru.pflb.tests.UserTests","","ru.pflb.tests.UserTests","buyCarNoMoneyTest","Покупка автомобиля при недостатке средств",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","179","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","addProductsInBasketTest","Провекрка работы счётчика корзины: добавление 3 товаров",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","179","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: ноутбук asus",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","18","","ru.pflb.tests.SearchResultsPageTests","","ru.pflb.tests.SearchResultsPageTests","findProductByQueryTest","Проверка поиска товара: iPhone 15",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","11","","ru.pflb.tests.MainPageTests","","ru.pflb.tests.MainPageTests","mainPageElementsVisibilityTest","Провекрка отображения основных элементов страницы",""
"broken","Mon Oct 27 18:31:08 GMT 2025","Mon Oct 27 18:31:08 GMT 2025","12","","ru.pflb.tests.BasketPageTests","","ru.pflb.tests.BasketPageTests","shouldContainExactlySelectedProducts","Проверка корректности содержимого корзины: добавление 3 товаров",""
